season,episode,All_lines,Andy_lines,Angela_lines,Bob_lines,Bob Vance_lines,Both_lines,Carol_lines,Cathy_lines,Charles_lines,Clark_lines,Creed_lines,Crowd_lines,Darryl_lines,David_lines,David Wallace_lines,Dwight_lines,Erin_lines,Everybody_lines,Everyone_lines,Gabe_lines,Group_lines,Guy_lines,Hank_lines,Holly_lines,Jan_lines,Jim_lines,Jo_lines,Josh_lines,Karen_lines,Kelly_lines,Kevin_lines,Man_lines,Meredith_lines,Michael_lines,Michael and Dwight_lines,Micheal_lines,Mose_lines,Nate_lines,Nellie_lines,Oscar_lines,Pam_lines,Pete_lines,Phyllis_lines,Robert_lines,Roy_lines,Ryan_lines,Stanley_lines,Toby_lines,Todd Packer_lines,Val_lines,Waiter_lines,Woman_lines,id,All_scenes,Andy_scenes,Angela_scenes,Bob_scenes,Bob Vance_scenes,Both_scenes,Carol_scenes,Cathy_scenes,Charles_scenes,Clark_scenes,Creed_scenes,Crowd_scenes,Darryl_scenes,David_scenes,David Wallace_scenes,Dwight_scenes,Erin_scenes,Everybody_scenes,Everyone_scenes,Gabe_scenes,Group_scenes,Guy_scenes,Hank_scenes,Holly_scenes,Jan_scenes,Jim_scenes,Jo_scenes,Josh_scenes,Karen_scenes,Kelly_scenes,Kevin_scenes,Man_scenes,Meredith_scenes,Michael_scenes,Michael and Dwight_scenes,Micheal_scenes,Mose_scenes,Nate_scenes,Nellie_scenes,Oscar_scenes,Pam_scenes,Pete_scenes,Phyllis_scenes,Robert_scenes,Roy_scenes,Ryan_scenes,Stanley_scenes,Toby_scenes,Todd Packer_scenes,Val_scenes,Waiter_scenes,Woman_scenes,index,episode_number,episode_title,description,ratings,votes,viewership_mil,duration,release_date,guest_stars,director,writers,has_guests,scaled_ratings
3,22,1.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,50.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,9.0,9.0,6.0,0.0,7.0,145.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,5.0,0.0,0.0,5.0,12.0,4.0,0.0,0.0,0.0,0.0,21,1,13,5,0,0,0,0,0,0,0,2,0,0,1,0,19,0,0,1,0,2,0,0,0,0,13,0,0,4,4,5,0,5,48,0,0,0,0,0,5,17,0,5,0,0,2,7,2,0,0,0,0,49,49.0,Beach Games,"Michael uses ""beach day"" at Dunder-Mifflin to find out which employee would be his most capable replacement, just in case he receives the promotion to the New York office that he's applied for.",9.2,3641.0,7.2,28.0,2007-05-10,,Harold Ramis,Jennifer Celotta | Greg Daniels,False,0.8124999999999996
3,23,0.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,47.0,0.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,65.0,0.0,0.0,40.0,7.0,17.0,0.0,6.0,123.0,0.0,0.0,0.0,0.0,0.0,12.0,51.0,0.0,5.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,22,0,13,3,0,0,0,0,0,0,0,3,0,0,9,0,19,0,0,1,0,0,0,0,0,9,18,0,0,15,3,7,0,3,33,0,0,0,0,0,7,28,0,3,0,0,3,3,0,0,0,0,0,50,50.0,The Job,"Michael appoints Dwight as regional manager, anticipating that he will receive the job at corporate. Jim and Karen also interview for the same position. And Michael gets back together with Jan after she gets a boob job.",9.3,3898.0,7.88,42.0,2007-05-17,,Ken Kwapis,Paul Lieberstein | Michael Schur,False,0.84375
4,1,0.0,10.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,53.0,0.0,0.0,0.0,7.0,21.0,0.0,25.0,160.0,0.0,0.0,0.0,0.0,0.0,14.0,84.0,0.0,9.0,0.0,0.0,8.0,10.0,11.0,0.0,0.0,0.0,0.0,0,0,10,13,0,1,0,0,0,0,0,5,0,2,0,0,16,0,0,0,0,0,0,0,0,3,21,0,0,0,5,9,0,5,50,0,0,0,0,0,10,27,0,7,0,0,4,8,6,0,0,0,0,51,51.0,Fun Run,"Michael accidentally runs over Meridith in the parking lot, and his guilt causes him to organize a 5-K run for her. Dwight and Angela have a falling-out after he kills her cat, and Jim and Pam's relationship is discovered.",8.8,3635.0,9.7,42.0,2007-09-27,,Greg Daniels,Greg Daniels,False,0.6875
4,2,0.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,48.0,0.0,0.0,0.0,24.0,16.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,0.0,13.0,0.0,0.0,85.0,5.0,18.0,0.0,0.0,0.0,0.0,1,0,7,7,0,0,0,0,0,0,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,3,16,0,0,0,10,4,0,0,41,0,0,0,0,0,5,18,0,6,0,0,23,2,4,0,0,0,0,52,52.0,Dunder Mifflin Infinity,"Michael feels threatened when Ryan returns to the Scranton office to share his ideas about the future of Dunder Mifflin. Jim and Pam's relationship is shared with the entire office, while Angela and Dwight's relationship is on the rocks.",8.3,2934.0,8.49,42.0,2007-10-04,,Craig Zisk,Michael Schur,False,0.53125
4,3,5.0,47.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,70.0,0.0,0.0,0.0,12.0,17.0,4.0,14.0,156.0,0.0,0.0,0.0,0.0,0.0,12.0,31.0,0.0,9.0,0.0,0.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,2,2,17,21,0,0,0,0,0,0,0,1,0,2,0,0,26,0,0,1,0,0,0,0,0,1,20,0,0,0,4,12,1,4,31,0,0,0,0,0,10,13,0,6,0,0,5,5,3,0,0,0,0,53,53.0,Launch Party,"The Dunder Mifflin Infinity website is launching and Michael is excited about going to the big launch party in New York while Angela plans a satellite party for the Scranton branch. ...
                    See full summaryÃƒâ€šÃ‚Â Ãƒâ€šÃ‚Â»",8.4,2844.0,8.91,42.0,2007-10-11,Kevin McHale,See full summary,Jennifer Celotta,True,0.5625
4,4,0.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,0.0,0.0,0.0,13.0,12.0,0.0,1.0,159.0,0.0,0.0,13.0,0.0,0.0,32.0,56.0,0.0,3.0,0.0,0.0,21.0,7.0,2.0,0.0,0.0,0.0,0.0,3,0,5,3,0,0,0,0,0,0,0,4,0,5,0,0,20,0,0,0,0,0,0,0,0,9,20,0,0,0,4,5,0,1,45,0,0,3,0,0,11,29,0,3,0,0,4,4,1,0,0,0,0,54,54.0,Money,"As Jan renovates the condo, Michael confronts his growing debt every way he can, which includes pressuring his employees for a loan. Pam and Jim spend a night out on Dwight's family beet farm, now a bed and breakfast.",8.7,3073.0,8.5,42.0,2007-10-18,,Paul Lieberstein,Paul Lieberstein,False,0.6562499999999996
4,5,0.0,21.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,3.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,92.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,7.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,4,0,8,2,0,0,1,0,0,0,0,2,0,2,0,1,6,0,0,3,0,0,0,0,0,0,14,0,0,0,0,3,0,2,25,0,0,0,0,0,1,9,0,4,0,0,2,1,1,0,0,0,0,55,55.0,Local Ad,"Michael tries to make a local Dunder Mifflin commercial that is better than the one the professional ad agency made for them. Meanwhile, Andy tries to confide in Dwight about his new relationship with Angela.",8.8,3125.0,8.98,22.0,2007-10-25,,Jason Reitman,B. J. Novak,False,0.6875
4,6,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,25.0,0.0,2.0,0.0,1.0,90.0,2.0,0.0,0.0,0.0,0.0,12.0,26.0,0.0,2.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,5,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,18,0,0,9,0,1,0,1,22,2,0,0,0,0,6,12,0,1,0,0,0,6,5,0,0,0,0,56,56.0,Branch Wars,"Michael and Dwight try to play a prank on Karen, who is now manager of the Utica branch, after she tries to steal Stanley from the Scranton office. Meanwhile, Pam, Toby, and Oscar start their own exclusive office book club.",8.5,2878.0,8.39,30.0,2007-11-01,,Joss Whedon,Mindy Kaling,False,0.59375
4,7,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,82.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,4.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,6,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0,16,0,1,0,0,0,0,0,0,0,22,0,0,0,1,2,0,3,31,0,0,0,0,0,3,11,0,4,0,0,0,1,6,0,0,0,0,57,57.0,Survivor Man,"After Michael isn't invited to a camping trip with Ryan, he sets out to prove that he can brave it out in the wilderness by himself. Jim, who is in charge of the office while Michael is gone, tries to change the birthday party policy.",8.2,2775.0,8.29,30.0,2007-11-08,,Paul Feig,Steve Carell,False,0.4999999999999996
4,8,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,27.0,0.0,0.0,0.0,15.0,4.0,5.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,3.0,0.0,0.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,7,0,2,1,0,0,0,0,0,0,0,1,0,2,1,1,4,0,0,0,0,0,0,0,0,10,11,0,0,0,7,2,4,1,21,0,0,0,0,0,2,10,0,1,0,0,3,1,4,0,0,0,0,58,58.0,The Deposition,"Michael is put in an awkward position when Jan sues Dunder Mifflin for wrongful termination and he is deposed as a witness. Meanwhile, Kelly begins smack-talking Pam after Darryl beats Jim at Ping-Pong.",8.7,2923.0,8.86,30.0,2007-11-15,,Julian Farino,Lester Lewis,False,0.6562499999999996
4,9,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,8,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,18,14,0,0,0,0,0,0,0,17,0,0,0,0,0,0,19,0,1,0,0,0,1,0,0,0,0,3,59,59.0,Dinner Party,"Michael invites Jim and Pam and Andy and Angela to a couples-only dinner party, which makes Dwight very jealous. However, the only thing he's missing is a ringside seat to witness Michael and Jan's extremely dysfunctional home life.",9.5,5601.0,9.22,30.0,2008-04-10,,Paul Feig,Gene Stupnitsky | Lee Eisenberg,False,0.90625
4,10,0.0,14.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,7.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,0,6,2,0,1,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,1,10,0,0,30,0,0,0,0,0,2,13,0,3,0,0,0,1,1,0,0,0,0,60,60.0,Chair Model,"Kevin and Andy team up to reclaim the stolen Dunder Mifflin parking spaces, which forces them into a showdown with the other four bosses of the office park. Meanwhile, Michael becomes fascinated by a woman modeling chairs in a catalog.",8.0,2757.0,9.81,30.0,2008-04-17,,Jeffrey Blitz,B. J. Novak,False,0.4375
4,11,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,43.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,104.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,0.0,5.0,0.0,0.0,70.0,6.0,8.0,0.0,0.0,0.0,0.0,10,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,3,0,0,14,0,0,0,3,4,0,1,27,0,0,0,0,0,6,9,0,4,0,0,18,4,4,0,0,0,0,61,61.0,Night Out,"Michael and Dwight go to New York to party with Ryan, who is having lots of personal and professional problems. The rest of the office employees work late, and wind up getting locked in the business park.",8.6,2872.0,7.56,21.0,2008-04-24,,Ken Whittingham,Mindy Kaling,False,0.625
4,12,0.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,6.0,8.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,9.0,0.0,0.0,14.0,23.0,13.0,0.0,0.0,0.0,0.0,11,0,6,1,0,0,0,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,4,4,0,1,17,0,0,0,0,0,2,14,0,3,0,0,3,6,4,0,0,0,0,62,62.0,Did I Stutter?,"Michael tries to figure out how to respond to Stanley's insubordination during a meeting, and Dwight buys Andy's vehicle and immediately flips it for more money.",8.3,2756.0,7.67,22.0,2008-05-01,,Randall Einhorn,Brent Forrester | Justin Spitzer,False,0.53125
4,13,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,5.0,34.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,9,3,0,0,0,0,0,0,0,2,0,3,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,1,8,0,1,23,0,0,0,0,0,4,11,0,1,0,0,0,0,0,0,0,0,0,63,63.0,Job Fair,"Dunder-Mifflin participates in a high school job fair, but few students are interested. Jim, Andy, and Kevin play a round of golf with a prospective client. Back at the office, everyone but Dwight and Angela leave for the day.",7.8,2627.0,7.22,30.0,2008-05-08,,Tucker Gates,Lee Eisenberg | Gene Stupnitsky,False,0.375
4,14,0.0,12.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,24.0,77.0,0.0,0.0,0.0,4.0,23.0,0.0,9.0,167.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,0.0,23.0,0.0,0.0,5.0,5.0,51.0,0.0,0.0,0.0,0.0,13,0,5,8,0,1,0,0,0,0,0,4,0,3,0,0,15,0,0,0,0,0,0,1,20,4,25,0,0,0,3,8,0,5,38,0,0,0,0,0,2,21,0,11,0,0,1,3,19,0,0,0,0,64,64.0,"Goodbye, Toby","Michael throws an extravagant going-away party for Toby, and falls in love with the woman who is replacing him. Jim plans to propose to Pam at the party, but gets out-staged. Back at corporate, Ryan is arrested for fraud.",9.3,3939.0,8.07,42.0,2008-05-15,,Paul Feig,Jennifer Celotta | Paul Lieberstein,False,0.84375
5,1,0.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,13.0,68.0,0.0,0.0,0.0,17.0,14.0,0.0,7.0,130.0,0.0,2.0,0.0,0.0,0.0,24.0,36.0,0.0,16.0,0.0,0.0,20.0,8.0,3.0,0.0,0.0,0.0,0.0,0,0,15,11,0,0,0,0,0,0,0,5,0,9,0,0,29,0,0,0,0,0,0,0,21,4,29,0,0,0,11,7,0,6,43,0,1,0,0,0,12,12,0,9,0,0,10,6,2,0,0,0,0,65,65.0,Weight Loss,"Michael tries to motivate the Scranton branch to lose weight as part of an interoffice competition. Jim is lost after Pam leaves for art school in New York, and Angela continues to see Dwight even though she is now engaged to Andy.",8.8,3264.0,9.2,43.0,2008-09-25,,Paul Feig,Lee Eisenberg | Gene Stupnitsky,False,0.6875
5,2,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,29.0,0.0,0.0,0.0,3.0,13.0,0.0,23.0,64.0,0.0,3.0,0.0,0.0,0.0,7.0,9.0,0.0,6.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,14,0,7,0,0,0,1,7,0,6,15,0,2,0,0,0,4,1,0,4,0,0,5,4,0,0,0,0,0,66,66.0,Business Ethics,A confession at an H.R. business ethics seminar leads to a dispute between Michael and Holly over whether Meredith should be fired. Dwight tries to prove to Jim how long he can go without taking a personal break.,8.3,2654.0,8.99,22.0,2008-10-09,Wendi McLendon-Covey,Jeffrey Blitz,Ryan Koh,True,0.53125
5,3,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,51.0,28.0,0.0,0.0,0.0,2.0,12.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,7.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2,0,4,6,0,0,0,0,0,0,0,1,0,1,0,0,18,0,0,0,0,0,0,0,6,17,6,0,0,0,2,5,0,1,21,0,0,0,0,0,4,4,0,3,0,0,0,2,1,0,0,0,0,67,67.0,Baby Shower,"After planning an office baby shower for Jan, Michael is upset when he finds out that she had the baby without him--even though he's already been told that he's not the baby's father.",8.0,2621.0,8.07,22.0,2008-10-16,,Greg Daniels,Aaron Shure,False,0.4375
5,4,1.0,7.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,24.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,3,4,2,0,0,0,0,0,0,2,0,3,0,3,12,0,0,0,0,0,0,0,8,0,11,0,0,0,0,2,0,0,21,0,0,0,0,0,4,8,0,9,0,2,0,1,0,0,0,0,0,68,68.0,Crime Aid,"Michael and Holly have sex for the first time, and Michael holds a fund-raiser for the office after it is burglarized. Dwight confides in Phyllis after Andy and Angela set a wedding date, and Jim runs into Pam's ex-fiancÃƒÆ’Ã‚Â©, Roy.",8.1,2525.0,7.74,30.0,2008-10-23,,Jennifer Celotta,Charlie Grandy,False,0.46875
5,5,0.0,44.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,55.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,25.0,0.0,0.0,0.0,7.0,5.0,0.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,15.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,12,3,0,0,0,0,0,0,0,2,0,18,0,0,9,0,0,0,0,0,0,0,18,0,8,0,0,0,2,2,0,1,24,0,0,0,0,0,2,10,4,3,0,0,2,1,0,0,0,0,0,69,69.0,Employee Transfer,Holly is transferred back to New Hampshire after corporate discovers that she and Michael are dating. Dwight tries to apply to Cornell to get under Andy's skin. Jim's brothers and Pam decide to play a trick on Jim when they meet for lunch.,8.0,2600.0,9.32,22.0,2008-10-30,,David Rogers,Anthony Q. Farrell,False,0.4375
5,6,0.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,23.0,2.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,4.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,5,0,12,2,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,1,0,0,0,0,25,0,0,0,5,1,0,1,16,0,0,0,0,0,0,15,0,2,0,0,1,2,0,0,0,0,0,70,70.0,Customer Survey,"Dwight and Jim believe that something is suspicious about their low customer performance ratings. After consulting with Angela, Andy finds the perfect site for their wedding--Dwight's beet farm.",8.5,2717.0,8.35,22.0,2008-11-06,,Stephen Merchant,Lester Lewis,False,0.59375
5,7,0.0,69.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,2.0,0.0,5.0,77.0,0.0,0.0,0.0,0.0,0.0,38.0,14.0,0.0,2.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,6,0,11,2,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,1,0,0,0,7,0,0,0,5,2,0,3,17,0,0,0,0,0,9,2,0,2,0,0,4,2,0,0,0,0,0,71,71.0,Business Trip,"David Wallace sends Michael on a business trip to Winnipeg to help him forget about Holly's transfer to Nashua, and Pam tells Jim that she failed a class and has to stay in New York City.",8.2,2516.0,8.18,30.0,2008-11-13,,Randall Einhorn,Brent Forrester,False,0.4999999999999996
5,8,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,3.0,0.0,0.0,18.0,0.0,29.0,0.0,0.0,0.0,0.0,7,0,3,2,0,0,0,0,0,0,0,2,0,0,2,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,4,2,0,1,15,0,0,0,0,0,1,8,0,1,0,0,4,0,5,0,0,0,0,72,72.0,Frame Toby,"When Michael discovers that corporate has brought back Toby to replace Holly, he tries to frame him with drugs and to get him fired. Meanwhile, Pam has issues with the disgusting microwave....
                    See full summaryÃƒâ€šÃ‚Â Ãƒâ€šÃ‚Â»",8.6,2799.0,8.4,30.0,2008-11-20,,See full summary,Mindy Kaling,False,0.625
5,9,0.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,31.0,58.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,8,0,8,6,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,11,0,0,0,1,2,0,1,15,0,0,0,0,0,8,14,0,2,0,0,0,4,1,0,0,0,0,73,73.0,The Surplus,"Michael has to spend the office surplus by they end of the day, but he can't decide between a copier or new chairs. Dwight plays a dirty trick on Angela as they prepare for Andy and Angela's wedding on the beet farm.",8.8,2776.0,8.33,22.0,2008-12-04,,Paul Feig,Gene Stupnitsky | Lee Eisenberg,False,0.6875
5,10,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,3.0,0.0,36.0,65.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,19.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,9,0,5,8,0,0,0,0,0,0,0,1,0,1,0,0,15,0,0,0,0,0,1,0,0,0,12,0,0,0,1,2,0,10,17,0,0,0,0,0,2,3,0,11,0,0,0,3,7,0,0,0,0,74,74.0,Moroccan Christmas,"Phyllis blackmails Angela into doing the work for the Christmas party, which Michael turns into an intervention after Meredith gets drunk and sets her hair on fire. Meanwhile, Dwight corners the market on a popular Christmas gift.",8.4,2613.0,8.79,30.0,2008-12-11,,Paul Feig,Justin Spitzer,False,0.5625
5,11,0.0,65.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,2.0,8.0,0.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,0,12,7,0,0,0,0,0,0,0,2,0,0,3,0,17,0,0,1,0,0,0,0,0,0,12,0,0,0,2,4,0,5,14,0,0,0,0,0,7,5,0,2,0,0,0,2,0,0,0,0,0,75,75.0,The Duel,"Moments before he leaves for New York for a meeting with David Wallace, Michael tells Andy that Angela and Dwight are seeing each other. Andy and Dwight then decide to have it out in the parking lot.",8.7,2711.0,8.5,30.0,2009-01-15,,Dean Holland,Jennifer Celotta,False,0.6562499999999996
5,12,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,14.0,0.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11,0,3,3,0,0,0,0,0,0,0,1,0,0,2,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,2,6,0,1,14,0,0,0,0,0,3,5,0,3,0,0,0,4,0,0,0,0,0,76,76.0,Prince Family Paper,"Michael's conscience gets the best of him after he and Dwight go undercover to scout a family-run competitor. Back at the office, everyone else spends the day debating whether Hilary Swank is hot.",8.0,2615.0,8.74,22.0,2009-01-22,,Asaad Kelada,B. J. Novak,False,0.4375
