season,episode,All_lines,Andy_lines,Angela_lines,Bob_lines,Bob Vance_lines,Both_lines,Carol_lines,Cathy_lines,Charles_lines,Clark_lines,Creed_lines,Crowd_lines,Darryl_lines,David_lines,David Wallace_lines,Dwight_lines,Erin_lines,Everybody_lines,Everyone_lines,Gabe_lines,Group_lines,Guy_lines,Hank_lines,Holly_lines,Jan_lines,Jim_lines,Jo_lines,Josh_lines,Karen_lines,Kelly_lines,Kevin_lines,Man_lines,Meredith_lines,Michael_lines,Michael and Dwight_lines,Micheal_lines,Mose_lines,Nate_lines,Nellie_lines,Oscar_lines,Pam_lines,Pete_lines,Phyllis_lines,Robert_lines,Roy_lines,Ryan_lines,Stanley_lines,Toby_lines,Todd Packer_lines,Val_lines,Waiter_lines,Woman_lines,id,All_scenes,Andy_scenes,Angela_scenes,Bob_scenes,Bob Vance_scenes,Both_scenes,Carol_scenes,Cathy_scenes,Charles_scenes,Clark_scenes,Creed_scenes,Crowd_scenes,Darryl_scenes,David_scenes,David Wallace_scenes,Dwight_scenes,Erin_scenes,Everybody_scenes,Everyone_scenes,Gabe_scenes,Group_scenes,Guy_scenes,Hank_scenes,Holly_scenes,Jan_scenes,Jim_scenes,Jo_scenes,Josh_scenes,Karen_scenes,Kelly_scenes,Kevin_scenes,Man_scenes,Meredith_scenes,Michael_scenes,Michael and Dwight_scenes,Micheal_scenes,Mose_scenes,Nate_scenes,Nellie_scenes,Oscar_scenes,Pam_scenes,Pete_scenes,Phyllis_scenes,Robert_scenes,Roy_scenes,Ryan_scenes,Stanley_scenes,Toby_scenes,Todd Packer_scenes,Val_scenes,Waiter_scenes,Woman_scenes,index,episode_number,episode_title,description,ratings,votes,viewership_mil,duration,release_date,guest_stars,director,writers,has_guests,scaled_ratings
2,16,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,0.0,11.0,0.0,13.0,5.0,0.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,2,0,0,0,0,0,0,0,1,0,0,5,0,6,0,0,0,0,0,0,0,0,6,8,0,4,0,3,3,0,1,23,0,0,0,0,0,2,12,0,3,0,1,2,0,0,0,0,0,0,21,21.0,Valentine's Day,"When Michael visits Dunder Mifflin corporate headquarters in New York on Valentine's Day, he and Jan are both in for a surprise. Meanwhile, back in Scranton, the office staff celebrates Valentine's Day grade school style.",8.3,3104.0,8.95,22.0,2006-02-09,Conan O'Brien,Greg Daniels,Michael Schur,True,0.53125
2,17,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,5.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,16,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,14,0,0,0,3,3,0,1,23,0,0,0,0,0,3,9,0,4,0,0,5,1,1,0,0,0,0,22,22.0,Dwight's Speech,Michael coaches pompous Dwight on the finer art of public speaking after being named as Salesman of the Year.,8.5,3283.0,8.4,22.0,2006-03-02,,Charles McDougall,Paul Lieberstein,False,0.59375
2,18,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,6.0,5.0,0.0,2.0,78.0,2.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,10.0,7.0,13.0,0.0,0.0,0.0,0.0,17,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,2,3,0,2,20,1,0,0,0,0,1,10,0,0,0,1,5,4,4,0,0,0,0,23,23.0,Take Your Daughter to Work Day,"A routine office day is changed when children come to Dunder Mifflin for ""Take Your Daughter to Work Day."" Michael is surprised when he strikes up a friendship with the five-year old ...
                    See full summaryÃƒâ€šÃ‚Â Ãƒâ€šÃ‚Â»",8.3,3212.0,8.8,21.0,2006-03-16,,See full summary,Mindy Kaling,False,0.53125
2,19,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,0.0,4.0,14.0,0.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,0.0,2.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,18,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,11,0,0,0,3,8,0,1,24,0,0,0,0,0,4,14,0,1,0,0,3,3,3,0,0,0,0,24,24.0,Michael's Birthday,"In celebration of his birthday, Michael makes a mandatory invite of the staff during the workday to go ice skating.",8.1,3094.0,7.8,22.0,2006-03-30,,Ken Whittingham,Gene Stupnitsky | Lee Eisenberg,False,0.46875
2,20,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,3.0,0.0,0.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,19,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,1,0,0,8,0,0,0,2,5,0,0,12,0,0,0,0,0,4,7,0,2,0,0,3,2,2,0,0,0,0,25,25.0,Drug Testing,Dwight plays the role of Volunteer Sheriff after finding half a joint in the Dunder Mifflin parking lot leading to an investigation. Pam gives Jim a play challenge which he tries to complete.,8.4,3172.0,7.8,22.0,2006-04-27,,Greg Daniels,Jennifer Celotta,False,0.5625
2,21,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,0.0,12.0,0.0,0.0,4.0,4.0,22.0,0.0,0.0,0.0,0.0,20,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,12,0,0,0,1,2,0,0,33,0,0,0,0,0,3,11,0,6,0,0,2,3,9,0,0,0,0,26,26.0,Conflict Resolution,"When Michael takes over conflict resolution duties from HR, chaos ensues at Dunder Mifflin.",8.7,3253.0,7.4,22.0,2006-05-04,,Charles McDougall,Greg Daniels,False,0.6562499999999996
2,22,0.0,0.0,5.0,2.0,1.0,0.0,30.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,0.0,0.0,0.0,1.0,16.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,8.0,0.0,11.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,21,0,0,3,2,1,0,7,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,7,14,0,0,0,1,8,0,1,22,0,0,0,0,0,3,17,0,3,0,4,1,2,4,0,0,0,0,27,27.0,Casino Night,The Dunder Mifflin crew holds a casino party at the warehouse and Michael has two dates.,9.4,4765.0,7.6,29.0,2006-05-11,,Ken Kwapis,Steve Carell,False,0.875
3,1,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,0.0,3.0,0.0,4.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,3,9,0,1,1,1,1,0,2,28,0,0,0,0,0,13,6,0,2,0,2,1,1,4,0,0,0,0,28,28.0,Gay Witch Hunt,"Michael apologizes to Oscar, after he finds out he's gay, for calling him a homosexual slur--but his apology outs Oscar to the entire office. And Jim decides to take a promotion at the Stamford office.",9.0,4133.0,9.11,23.0,2006-09-21,,Ken Kwapis,Greg Daniels,False,0.75
3,2,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,32.0,0.0,27.0,0.0,8.0,3.0,0.0,1.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,1.0,0.0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,1,0,0,4,9,0,11,0,4,1,0,1,31,0,0,0,0,0,0,10,0,1,0,0,3,1,2,0,0,1,0,29,29.0,The Convention,"Michael and Dwight go to a convention in Philadelphia and run into Jim, and Michael becomes jealous of Jim's relationship with his new boss. Meanwhile, Pam gets ready for her first date since her engagement.",8.2,3027.0,7.78,22.0,2006-09-28,Jerome Bettis,Ken Whittingham,Gene Stupnitsky | Lee Eisenberg,True,0.4999999999999996
3,3,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,17.0,0.0,8.0,8.0,8.0,5.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2,0,3,8,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,9,8,0,2,5,3,4,0,0,27,0,0,0,0,0,0,12,0,4,0,1,1,2,0,0,0,0,0,30,30.0,The Coup,"Michael is in trouble once again as Jan busts him for declaring it's ""Movie Monday"" where everyone watches a movie and neglects work. Angela pushes Dwight to make a move on Michael's job while Pam and Jim find creative ways to waste time.",8.5,3175.0,8.89,22.0,2006-10-05,,Greg Daniels,Paul Lieberstein,False,0.59375
3,4,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,3.0,15.0,5.0,9.0,1.0,1.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,0.0,15.0,7.0,6.0,10.0,0.0,0.0,0.0,0.0,3,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,3,8,0,1,6,4,6,1,1,31,0,0,0,0,0,0,13,0,3,0,4,4,3,5,0,0,0,0,31,31.0,Grief Counseling,Michael takes on the role of office grief counselor when he learns that his old boss has died.,8.0,3049.0,8.83,22.0,2006-10-12,,Roger Nygard,Jennifer Celotta,False,0.4375
3,5,0.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,47.0,0.0,0.0,13.0,6.0,4.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,2.0,0.0,0.0,43.0,9.0,1.0,0.0,0.0,0.0,0.0,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,6,0,0,4,2,4,0,0,15,0,0,0,0,0,0,11,0,2,0,0,23,6,1,0,0,0,0,32,32.0,Initiation,Dwight takes former temp Ryan to his beet farm to initiate Ryan to his new job at Dunder Mifflin.,8.1,2976.0,8.46,22.0,2006-10-19,,Randall Einhorn,B. J. Novak,False,0.46875
3,6,0.0,18.0,10.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,0.0,2.0,15.0,20.0,9.0,0.0,2.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,0.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,5,0,8,6,0,0,0,5,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,1,11,0,1,8,7,6,0,2,23,0,0,0,0,0,0,11,0,2,0,1,3,1,1,0,0,0,0,33,33.0,Diwali,"Michael encourages the entire Scranton branch to support Kelly and attend a local celebration of Diwali, the Hindu Festival of Lights. Meanwhile, Andy convinces Jim to turn a late night of work into a drinking game.",7.9,3082.0,8.81,22.0,2006-11-02,,Miguel Arteta,Mindy Kaling,False,0.40625
3,7,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,0.0,12.0,9.0,2.0,12.0,0.0,0.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,8.0,0.0,4.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,6,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,6,9,0,4,5,2,4,0,0,17,1,0,0,0,0,0,9,0,4,0,3,5,1,2,0,0,0,0,34,34.0,Branch Closing,"When Jan tells Michael that the Scranton Branch will be shutting down, Michael strives to keep his staff's spirits up. Meanwhile, everyone privately begins to envision how their lives will change in the aftermath.",8.6,3021.0,8.05,31.0,2006-11-09,,Tucker Gates,Michael Schur,False,0.625
3,8,0.0,55.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,81.0,0.0,0.0,30.0,6.0,21.0,0.0,11.0,149.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,8.0,0.0,0.0,11.0,4.0,16.0,0.0,0.0,0.0,0.0,7,0,15,3,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,1,18,0,0,9,2,10,0,5,37,1,0,0,0,0,0,11,0,2,0,0,5,4,5,0,0,0,0,35,35.0,The Merger,Jan informs Michael that the Scanton branch of Dunder Mifflin will be merging with the Stamford Branch. Jim and Pam are reunited while the other employees of both branches must adjust to their new co-workers.,8.7,3166.0,8.63,30.0,2006-11-16,,Ken Whittingham,Brent Forrester,False,0.6562499999999996
3,9,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,0.0,0.0,10.0,0.0,13.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,8,0,7,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,9,0,0,5,0,5,0,1,17,0,0,0,0,0,0,9,0,1,0,0,2,2,2,0,0,0,0,36,36.0,The Convict,"Michael learns that one of the new employees at Dunder Mifflin Scranton has a criminal record. Meanwhile, Jim helps Andy make a move on Pam.",8.3,3151.0,9.07,30.0,2006-11-30,,Jeffrey Blitz,Ricky Gervais | Stephen Merchant,False,0.53125
3,10,0.0,28.0,51.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,35.0,19.0,15.0,1.0,3.0,115.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,0.0,15.0,0.0,6.0,22.0,5.0,15.0,0.0,0.0,0.0,0.0,9,0,14,19,0,0,1,3,0,0,0,4,0,1,0,0,22,0,1,0,0,0,0,0,0,0,21,0,0,13,6,12,1,3,32,0,0,0,0,0,1,20,0,10,0,2,7,4,5,0,0,0,0,37,37.0,A Benihana Christmas,"Trouble among the members of the party planning committee results with Pam and Karen hosting a rival Christmas party, but Michael isn't interested in celebrating after being dumped by Carol.",8.8,3343.0,8.44,42.0,2006-12-14,,Harold Ramis,Jennifer Celotta,False,0.6875
3,11,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,39.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,33.0,0.0,0.0,9.0,2.0,10.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,5.0,0.0,7.0,2.0,10.0,9.0,0.0,0.0,0.0,0.0,10,0,5,5,0,0,0,0,0,0,0,3,0,2,0,0,15,0,1,0,0,0,0,0,0,3,12,0,0,6,2,8,0,2,31,0,0,0,0,0,0,17,0,4,0,4,2,5,2,0,0,0,0,38,38.0,Back from Vacation,"Michael isn't supposed to let anyone know that he and Jan went on vacation together in Jamaica, but he accidentally circulates a compromising photo of them to the office via e-mail.",8.5,3001.0,8.8,21.0,2007-01-04,,Julian Farino,Justin Spitzer,False,0.59375
3,12,0.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.0,0.0,0.0,15.0,2.0,4.0,5.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,11,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,1,12,0,0,8,1,1,2,0,16,0,0,0,0,0,0,3,0,5,0,0,5,4,0,0,0,0,0,39,39.0,Traveling Salesmen,"Dwight does a favor for Angela to keep her from getting in trouble. Andy finds out and uses it against him to get in tighter with Michael. Now Dwight must fess up, which will reveal his relationship with Angela, or risk getting fired.",8.6,3053.0,10.12,22.0,2007-01-11,,Greg Daniels,Michael Schur | Lee Eisenberg | Gene Stupnitsky,False,0.625
3,13,0.0,40.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,12,0,12,6,0,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,0,0,0,0,9,0,0,2,0,2,0,1,15,0,0,0,0,0,5,6,0,2,0,0,1,1,0,0,0,0,0,40,40.0,The Return,"Andy does the impossible--he makes everyone in the office miss Dwight, who is forced to take a job at Staples. Meanwhile, Oscar comes back to the office and Michael predictably throws a stereotypical Mexican party to celebrate.",8.8,3211.0,10.2,28.0,2007-01-18,,Greg Daniels,Lee Eisenberg | Gene Stupnitsky | Michael Schur,False,0.6875
3,14,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,0.0,0.0,15.0,3.0,3.0,0.0,2.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,13,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,10,0,0,5,1,2,0,2,27,0,0,0,0,0,0,10,0,0,0,1,3,1,0,0,0,0,0,41,41.0,Ben Franklin,"Michael asks Jim to get a male stripper for Phyllis's office bachelorette party, but he gets a Ben Franklin impersonator instead. Meanwhile, the men's bachelor party goes as planned until Michael becomes uncomfortable with the stripper.",8.1,2975.0,10.11,21.0,2007-02-01,,Randall Einhorn,Mindy Kaling,False,0.46875
3,15,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,6.0,4.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,14,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,13,0,0,3,3,3,0,1,21,0,0,0,0,0,0,7,0,7,0,3,0,1,2,0,0,0,0,42,42.0,Phyllis' Wedding,"Michael exaggerates the importance of his small role in Phyllis's wedding and makes an ass out of himself, and Pam notices that Phyllis stole all of her wedding ideas from her original wedding plans.",8.2,2995.0,8.84,21.0,2007-02-08,,Ken Whittingham,Caroline Williams,False,0.4999999999999996
3,16,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,11.0,7.0,0.0,12.0,65.0,0.0,0.0,0.0,0.0,0.0,9.0,29.0,0.0,0.0,0.0,8.0,16.0,2.0,3.0,0.0,0.0,0.0,4.0,15,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,4,4,3,0,5,21,0,0,0,0,0,2,11,0,0,0,4,10,2,2,0,0,0,1,43,43.0,Business School,"Michael is a guest speaker for Ryan's business class, but they have a falling-out after Michael finds out that Ryan spoke negatively about Dunder-Mifflin. And back at the office, Dwight tries to kill a bat that he found in the ceiling.",8.9,3460.0,8.84,22.0,2007-02-15,,Joss Whedon,Brent Forrester,False,0.71875
3,17,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,22.0,0.0,0.0,14.0,4.0,12.0,1.0,2.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,24.0,12.0,5.0,5.0,0.0,0.0,3.0,0.0,16,0,0,3,0,0,0,0,0,0,0,2,0,0,5,0,15,0,0,1,0,0,0,0,0,14,10,0,0,6,3,7,1,1,24,0,0,0,0,0,1,12,0,0,0,6,3,2,2,0,0,1,0,44,44.0,Cocktails,"While Michael and Jan go to their first Dunder Mifflin outing as an official couple, the office workers left behind go out for happy hour. During happy hour, Roy finds out that Jim and Pam kissed at Casino Night.",8.5,2969.0,8.3,21.0,2007-02-22,,J.J. Abrams,Paul Lieberstein,False,0.59375
3,18,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,43.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,41.0,0.0,0.0,16.0,14.0,8.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,4.0,0.0,8.0,9.0,4.0,17.0,0.0,0.0,0.0,0.0,17,0,2,5,0,0,0,0,0,0,0,2,0,9,0,0,10,0,0,0,0,0,0,0,0,6,13,0,0,5,3,7,0,0,26,0,0,0,0,0,1,8,0,2,0,3,2,3,9,0,0,0,0,45,45.0,The Negotiation,"Dwight saves Jim from an attack by Roy, but Dwight won't allow Jim to thank him for it. Meanwhile, Darryl asks Michael for a pay raise, and Michael discovers that he is woefully underpaid--so Michael goes to headquarters to ask for one himself.",9.0,3368.0,6.74,30.0,2007-04-05,,Jeffrey Blitz,Michael Schur,False,0.75
3,19,0.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,70.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,5.0,11.0,22.0,0.0,0.0,102.0,0.0,1.0,0.0,0.0,0.0,3.0,21.0,0.0,3.0,0.0,0.0,9.0,5.0,8.0,0.0,0.0,0.0,0.0,18,0,14,3,0,0,0,0,0,0,0,3,0,8,0,0,20,0,0,2,0,0,1,0,0,0,11,0,0,3,5,11,0,0,29,0,1,0,0,0,2,11,0,2,0,0,6,4,2,0,0,0,0,46,46.0,Safety Training,"Andy returns to the office after weeks of anger management training, determined to make a fresh start with all the Dunder-Mifflin employees. Meanwhile, it's safety training day in the office, and Michael and Dwight are on a mission to illuminate the dangers of the workplace.",8.8,3164.0,7.71,21.0,2007-04-12,,Harold Ramis,B. J. Novak,False,0.6875
3,20,0.0,56.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,4.0,25.0,10.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,19,0,13,10,0,0,0,0,0,0,0,11,0,0,0,0,20,0,0,0,0,0,0,0,0,0,22,0,0,2,9,5,0,0,24,0,0,0,0,0,6,11,0,1,0,0,3,1,0,0,0,0,0,47,47.0,Product Recall,"Michael tries to be proactive during a watermark crisis, but only makes the situation worse. Meanwhile, Angela has trouble being apologetic with customers, and Andy discovers a secret about his new girlfriend.",8.7,3138.0,7.56,21.0,2007-04-26,,Randall Einhorn,Justin Spitzer | Brent Forrester,False,0.6562499999999996
3,21,0.0,16.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,33.0,0.0,0.0,15.0,7.0,11.0,0.0,5.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,12.0,0.0,0.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,20,0,9,9,1,0,0,0,0,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,3,11,0,0,10,5,5,0,4,28,0,0,0,0,0,0,17,0,6,0,0,2,1,3,0,0,0,0,48,48.0,Women's Appreciation,"Phyllis gets flashed in the parking lot, and Dwight goes all out to secure the premises. Michael ostensibly takes the women in the office to the mall to comfort them, but he's really doing it to get advice about breaking up with Jan.",8.8,3158.0,7.0,29.0,2007-05-03,,Tucker Gates,Gene Stupnitsky | Lee Eisenberg,False,0.6875
